step,lr
595,0.0005949999999999999
596,0.000596
597,0.000597
598,0.000598
599,0.0005989999999999999
600,0.0006
601,0.000601
602,0.000602
603,0.000603
604,0.0006039999999999999
605,0.000605
606,0.000606
607,0.000607
608,0.000608
609,0.000609
610,0.00061
611,0.000611
612,0.000612
613,0.0006129999999999999
614,0.000614
615,0.000615
616,0.000616
617,0.000617
618,0.000618
619,0.000619
620,0.00062
621,0.000621
622,0.000622
623,0.000623
624,0.000624
625,0.000625
626,0.000626
627,0.000627
628,0.000628
629,0.000629
630,0.00063
631,0.000631
632,0.000632
633,0.000633
634,0.000634
635,0.000635
636,0.0006360000000000001
637,0.000637
638,0.000638
639,0.000639
640,0.00064
641,0.000641
642,0.000642
643,0.000643
644,0.000644
645,0.0006450000000000001
646,0.000646
647,0.000647
648,0.000648
649,0.0006490000000000001
650,0.00065
651,0.000651
652,0.000652
653,0.000653
654,0.0006540000000000001
655,0.000655
656,0.000656
657,0.000657
658,0.0006580000000000001
659,0.0006590000000000001
660,0.00066
661,0.000661
662,0.000662
663,0.0006630000000000001
664,0.000664
665,0.000665
666,0.000666
667,0.0006670000000000001
668,0.0006680000000000001
669,0.000669
670,0.00067
671,0.000671
672,0.0006720000000000001
673,0.0006730000000000001
674,0.000674
675,0.000675
676,0.0006760000000000001
677,0.0006770000000000001
678,0.000678
679,0.000679
680,0.00068
681,0.0006810000000000001
682,0.0006820000000000001
683,0.000683
684,0.000684
685,0.0006850000000000001
686,0.0006860000000000001
687,0.000687
688,0.000688
689,0.000689
690,0.0006900000000000001
691,0.0006910000000000001
692,0.000692
693,0.000693
694,0.0006940000000000001
695,0.0006950000000000001
696,0.0006960000000000001
697,0.000697
698,0.000698
699,0.0006990000000000001
700,0.0007000000000000001
701,0.000701
702,0.000702
703,0.0007030000000000001
704,0.000704
705,0.000705
706,0.0007059999999999999
707,0.000707
708,0.000708
709,0.000709
710,0.0007099999999999999
711,0.0007109999999999999
712,0.000712
713,0.000713
714,0.000714
715,0.0007149999999999999
716,0.000716
717,0.000717
718,0.000718
719,0.000719
720,0.0007199999999999999
721,0.000721
722,0.000722
723,0.000723
724,0.0007239999999999999
725,0.000725
726,0.000726
727,0.000727
728,0.000728
729,0.0007289999999999999
730,0.00073
731,0.000731
732,0.000732
733,0.000733
734,0.000734
735,0.000735
736,0.000736
737,0.000737
738,0.0007379999999999999
739,0.000739
740,0.00074
741,0.000741
742,0.000742
743,0.000743
744,0.000744
745,0.000745
746,0.000746
747,0.000747
748,0.000748
749,0.000749
750,0.00075
751,0.000751
752,0.000752
753,0.000753
754,0.000754
755,0.000755
756,0.000756
757,0.000757
758,0.000758
759,0.000759
760,0.00076
761,0.000761
762,0.000762
763,0.000763
764,0.000764
765,0.0007650000000000001
766,0.000766
767,0.000767
768,0.000768
769,0.000769
770,0.0007700000000000001
771,0.000771
772,0.000772
773,0.000773
774,0.0007740000000000001
775,0.000775
776,0.000776
777,0.000777
778,0.000778
779,0.0007790000000000001
780,0.00078
781,0.000781
782,0.000782
783,0.0007830000000000001
784,0.0007840000000000001
785,0.000785
786,0.000786
787,0.000787
788,0.0007880000000000001
789,0.000789
790,0.00079
791,0.000791
792,0.0007920000000000001
793,0.0007930000000000001
794,0.000794
795,0.000795
796,0.000796
797,0.0007970000000000001
798,0.000798
799,0.000799
800,0.0008
801,0.0008010000000000001
802,0.0008020000000000001
803,0.000803
804,0.000804
805,0.000805
806,0.0008060000000000001
807,0.0008070000000000001
808,0.000808
809,0.000809
810,0.0008100000000000001
811,0.0008110000000000001
812,0.000812
813,0.000813
814,0.000814
815,0.0008150000000000001
816,0.0008160000000000001
817,0.000817
818,0.000818
819,0.0008190000000000001
820,0.0008200000000000001
821,0.0008210000000000001
822,0.000822
823,0.0008230000000000001
824,0.0008240000000000001
825,0.0008250000000000001
826,0.000826
827,0.000827
828,0.0008280000000000001
829,0.0008290000000000001
830,0.0008300000000000001
831,0.000831
832,0.0008320000000000001
833,0.000833
834,0.000834
835,0.0008349999999999999
836,0.0008359999999999999
837,0.000837
838,0.000838
839,0.000839
840,0.0008399999999999999
841,0.000841
842,0.000842
843,0.000843
844,0.000844
845,0.0008449999999999999
846,0.000846
847,0.000847
848,0.000848
849,0.0008489999999999999
850,0.00085
851,0.000851
852,0.000852
853,0.000853
854,0.0008539999999999999
855,0.000855
856,0.000856
857,0.000857
858,0.000858
859,0.000859
860,0.00086
861,0.000861
862,0.000862
863,0.0008629999999999999
864,0.000864
865,0.000865
866,0.000866
867,0.000867
868,0.000868
869,0.000869
870,0.00087
871,0.000871
872,0.0008719999999999999
873,0.000873
874,0.000874
875,0.000875
876,0.000876
877,0.000877
878,0.000878
879,0.000879
880,0.00088
881,0.0008810000000000001
882,0.000882
883,0.000883
884,0.000884
885,0.000885
886,0.000886
887,0.000887
888,0.000888
889,0.000889
890,0.0008900000000000001
891,0.000891
892,0.000892
893,0.000893
894,0.000894
895,0.0008950000000000001
896,0.000896
897,0.000897
898,0.000898
899,0.0008990000000000001
900,0.0009
901,0.000901
902,0.000902
903,0.000903
904,0.0009040000000000001
905,0.000905
906,0.000906
907,0.000907
908,0.0009080000000000001
909,0.000909
910,0.00091
911,0.000911
912,0.000912
913,0.0009130000000000001
914,0.000914
915,0.000915
916,0.000916
917,0.0009170000000000001
918,0.0009180000000000001
919,0.000919
920,0.00092
921,0.000921
922,0.0009220000000000001
923,0.000923
924,0.000924
925,0.000925
926,0.0009260000000000001
927,0.0009270000000000001
928,0.000928
929,0.000929
930,0.00093
931,0.0009310000000000001
932,0.0009320000000000001
933,0.000933
934,0.000934
935,0.0009350000000000001
936,0.0009360000000000001
937,0.000937
938,0.000938
939,0.0009390000000000001
940,0.0009400000000000001
941,0.0009410000000000001
942,0.000942
943,0.000943
944,0.0009440000000000001
945,0.0009450000000000001
946,0.000946
947,0.000947
948,0.0009480000000000001
949,0.0009490000000000001
950,0.0009500000000000001
951,0.000951
952,0.000952
953,0.0009530000000000001
954,0.0009540000000000001
955,0.0009550000000000001
956,0.000956
957,0.0009570000000000001
958,0.0009580000000000001
959,0.0009590000000000001
960,0.0009599999999999999
961,0.0009609999999999999
962,0.000962
963,0.000963
964,0.000964
965,0.0009649999999999999
966,0.000966
967,0.000967
968,0.000968
969,0.000969
970,0.0009699999999999999
971,0.000971
972,0.000972
973,0.000973
974,0.0009739999999999999
975,0.000975
976,0.000976
977,0.000977
978,0.000978
979,0.000979
980,0.00098
981,0.0009809999999999999
982,0.000982
983,0.000983
984,0.000984
985,0.000985
986,0.000986
987,0.000987
988,0.000988
989,0.000989
990,0.00099
991,0.000991
992,0.000992
993,0.000993
994,0.000994
995,0.000995
996,0.000996
997,0.000997
998,0.000998
999,0.000999
1000,0.001
1001,0.0009999999725844324
